window_idx,node_idx,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7
6,21,87.30000305175781,31.155683517456055,26.0,163.0,80.0,108.0,0.9655172228813171,2619.0
6,22,84.19999694824219,36.384429931640625,33.0,181.0,100.0,113.0,0.4482758641242981,2526.0
6,23,52.0,20.485767364501953,18.0,105.0,60.0,65.0,0.17241379618644714,1560.0
6,24,6.766666889190674,4.240151882171631,1.0,18.0,1.0,10.0,0.3103448152542114,203.0
6,25,4.366666793823242,2.7746870517730713,0.0,11.0,10.0,6.0,-0.13793103396892548,131.0
6,26,24.96666717529297,9.130474090576172,4.0,50.0,35.0,31.0,-0.13793103396892548,749.0
6,27,8.466666221618652,9.069117546081543,0.0,30.0,15.0,18.0,0.1034482792019844,254.0
6,28,136.06666564941406,49.75669860839844,48.0,258.0,144.0,160.0,0.5517241358757019,4082.0
7,0,128.39999389648438,50.65543746948242,40.0,233.0,233.0,194.0,-1.3448275327682495,3852.0
7,1,3.866666555404663,3.2117838859558105,0.0,11.0,9.0,5.0,-0.13793103396892548,116.0
7,2,7.199999809265137,4.452714443206787,0.0,20.0,10.0,11.0,0.03448275849223137,216.0
7,3,13.466666221618652,7.508809566497803,0.0,25.0,18.0,21.0,0.1034482792019844,404.0
7,4,5.9666666984558105,4.143133640289307,0.0,20.0,10.0,6.0,-0.13793103396892548,179.0
7,5,17.53333282470703,11.092740058898926,4.0,45.0,45.0,31.0,-0.48275861144065857,526.0
7,6,90.96666717529297,31.268177032470703,30.0,180.0,180.0,94.0,-2.965517282485962,2729.0
7,7,18.16666603088379,12.160272598266602,4.0,45.0,36.0,45.0,0.3103448152542114,545.0
7,8,36.06666564941406,13.446023941040039,11.0,64.0,64.0,36.0,-0.9655172228813171,1082.0
